acct,acct_name,tier,fa
5010580004,CLASS POS - TECH BOARD PASS THRU FOR TECH COLLEGES,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5010600002,UNCLASS POS - TECH BOARD PASS THRU FOR TECH COLL,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5010700001,OTHER PER SERV-TECH BOARD PASS THRU FOR TECH COLL,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5021575000,TECH BOARD PASS THRU FOR TECH COLLEGES,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5130990001,OTHER EMP CON - TECH BOARD PASS THRU FOR TECH COLL,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5160080000,STATE AID TO CLASSROOMS - EIA,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5160100000,AID TO SCHOOL DISTRICTS,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5160150000,ALLOC ED IMPV-4 YR EARLY CHILDHOOD PROG,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5160170000,AID TO DISTRICT NON-RECURRING,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5160220000,ALLOC ED IMPV-TEACHER SUPPLIES,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5160280000,FIRST STEPS TO SCHOOL READINESS,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5160400000,ADULT EDUCATION,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5160500000,CERDEP - SCDE,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5160620000,ALLOC ED IMPV-JR. SCHOLAR-PRIV COL&UNIV,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5160770000,ALLOC ED IMPV-NAT BOARD CERT INC,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5160810000,ALLOC ED IMPV-ARTS CURRICULA,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5160850000,ALLOC ED IMPV-TEACHER RECRUITMENT PROG,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5160900000,CAREER & TECHNOLOGY EDUCATION,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5160960000,SDE GRANTS COMMITTEE,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5161120000,CAPITAL FUNDING FOR DISADVANTAGED SCHOOLS,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170100000,ALLOC MUNICIPALITIES-UNRESTRICTED,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170110000,ALLOC MUNICIPALITIES-RES,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170110002,ALLOC MUNI-FEDERAL SUB-RECIPIENT RESTRICTED,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170110100,ALLOC MUNICIPALITIES-PERSONNEL,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170110200,ALLOC MUNICIPALITIES-CONTRACTUAL,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170110300,ALLOC MUNICIPALITIES-OTHER,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170110500,ALLOC MUNICIPALITIES-TRAVEL,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170110600,ALLOC MUNICIPALITIES-EQUIP,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170200000,ALLOC COUNTIES-UNRES,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170210000,ALLOC COUNTIES-RES,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170210100,ALLOC COUNTY-PERSONNEL,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170210200,ALLOC COUNTY-CONTRACTUAL,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170210300,ALLOC COUNTY-OTHER,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170210500,ALLOC COUNTY-TRAVEL,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170210600,ALLOC COUNTY-EQUIP,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170450000,ALLOC COUNTY LIBRARIES,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170500000,ALLOC SCH DIST,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170700000,ALLOC ST AGENCIES,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170700001,ALLOC ST AGENCIES FED SUBRECIPIENT REST,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170700100,ALLOC STATE-PERSONNEL,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170700200,ALLOC STATE-CONTRACTUAL,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170700300,ALLOC STATE-OTHER,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170700500,ALLOC STATE-TRAVEL,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170700600,ALLOC STATE-EQUIP,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170750000,ALLOC ENTITIES,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170750001,ALLOC ENTITIES ARRA PRINCIPAL FORGIVENES,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170750003,ALLOC ENTITIES FED SUBRECIPIENT RESTRICT,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170750004,ALLOC ENTITIES ALL PRINCIPAL FORGIVENESS,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170750100,ALLOC ENTITIES-PERSONNEL,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170750200,ALLOC ENTITIES-CONTRACTUAL,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170750300,ALLOC ENTITIES-OTHER,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170750500,ALLOC ENTITIES-TRAVEL,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170750600,ALLOC ENTITIES-EQUIP,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170760000,ALLOC ENTITIES-ALCOHOL & DRUG TREATMENT,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170770000,ALLOC ENTITIES-AID TO EMS REGIONAL,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170780000,ALLOC ENTITIES-ALCOHOL & DRUG INTERV,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170790000,ALLOC ENT ALCOHOL DRUG PREVENT,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170800000,ALLOC PRIVATE SECTOR,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170810000,ALLOC PRIVATE SECTOR-REPORTABLE,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170830000,ALLOCATIONS-USF,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5170850000,ALLOCATIONS TO PLANNING DISTRICTS,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180010000,AID MUNIC-INV TAX PHASEOUT REIMB,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180090000,AID MUNICIPALITIES-MANUF DEPR REIMBURSE,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180110000,AID MUNICIPALITIES-RES,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180120000,AID MUNICIPALITIES-HOMESTEAD EXEMPT,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180200000,AID COUNTIES-UNRESTRICTED,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180210000,AID COUNTIES-RES,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180220000,AID CNTYS-HOMESTEAD EXEMPTION REIMBURSE,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180240000,SUMMER SCHOOL CAMPS,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180280000,AID TO COUNTIES - CLERKS OF COURT,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180290000,AID TO COUNTIES - MFG DEPRECIATION REIMBURSEMENT,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180300000,AID TO COUNTIES - PROBATE JUDGES,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180310000,AID TO COUNTIES - SHERIFFS,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180330000,AID CNTYS-REGISTER OF DEEDS,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180350000,AID CNTYS-CORONERS,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180380000,AID COUNTIES-ELECTION COMMISSION,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180390000,AID TO COUNTIES - MAGISTRATES,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180400000,AID COUNTIES-POLL MANAGERS AND CLERKS,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180410000,AID CNTYS-DEFENSE INDIGENTS,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180440000,AID TO COUNTY VETERANS OFFICES,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180450000,AID CNTY LIBRARIES,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180470000,AID CNTYS-INV TAX PHASEOUT REIMBURSE,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180480001,HEX TIER I - $100K,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180480002,HEX TIER II - 65/OLDER,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180480003,HEX TIER III - 1 CENT / SCHOOL OPERATING,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180480004,HEX - $2.5M SUPPLEMENTAL,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180500000,AID SCH DIST,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180520000,READING COACHES,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180540000,STATE AID TO CLASSROOMS,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180560000,AID SCH DISTRICT-BUS DRIVER SALARIES,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180580000,AID SCH DIST-SCH BUS CONTRACT DRIVER SAL,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180610000,AID SCH DIST-BUS DRIVER AIDES FOR HANDI,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180630000,AID SCH DIST-EMPLOYER CONTRIBUTIONS,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180640000,AID SCH DIST-EDUCATION FINANCE ACT,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180660100,SCHOOL RESOURCE OFFICERS - PERSONNEL,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180660300,SCHOOL RESOURCE OFFICERS - OTHER,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180660500,SCHOOL RESOURCE OFFICERS - TRAVEL,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180660600,SCHOOL RESOURCE OFFICERS - EQUIPMENT,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180700000,AID ST AGENCIES,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180730000,AID TO EMERGENCY MEDICAL SERVICE-REG CO,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180750000,AID ENTITIES,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180760000,AID ENTITIES-ALCOHOL & DRUG TREATMENT,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180780000,AID TO ENT- Alcohol and Drug Intervention,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180790000,AID ENTITIES-ALCOHOL & DRUG PREVENTION,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180800000,AID PRIVATE SECTOR,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180850000,AID PLANNING DISTRICTS,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180860000,AID TO PRIVATE SECTOR-REPORTABLE,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180900000,AID COUNTIES-FIRE DEPARTMENT PREMIUM TAX,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180910000,AID COUNTIES-BROKERS PREMIUM-FIRE DEPART,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180920000,AID TO FIRE DISTRICTS,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180930000,AID-LOCAL GOVERNMENT FUND,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180940000,AID SCHOOL DISTRICT-HOLOCAUST,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5180960000,AID SCHOOL DISTRICT-RETIREE INSURANCE,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5181000000,AID TO COUNTIES - LOCAL CHILD FATALITY REVIEW TEAM,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
5181010000,RURAL COUNTY STABILIZATION FUND,Formula & Transfers,"Aid to Schools, Local Governments & Districts"
1310000000,LOANS AND NOTES RECEIVABLE - CURRENT,Formula & Transfers,Debt Service & Financial Obligations
5041820000,LEASE OTHER - PRINCIPAL,Formula & Transfers,Debt Service & Financial Obligations
5041827000,LEASE SBITA - PRINCIPAL,Formula & Transfers,Debt Service & Financial Obligations
5041840000,LEASE BUILDING - PRINCIPAL,Formula & Transfers,Debt Service & Financial Obligations
5041860020,LEASE - MEDICAL SCIENCE LAB EQUIPMENT - PRINCIPAL,Formula & Transfers,Debt Service & Financial Obligations
5041860050,LEASE - HEAVY EQUIP - NON REAL ESTATE - PRINCIPAL,Formula & Transfers,Debt Service & Financial Obligations
5041867020,LEASE IT COPIERS - PRINCIPAL,Formula & Transfers,Debt Service & Financial Obligations
5041867050,LEASE DATA PROCESSING EQUIP - PRINCIPAL,Formula & Transfers,Debt Service & Financial Obligations
5041870000,LEASE LAND - PRINCIPAL,Formula & Transfers,Debt Service & Financial Obligations
5060999996,MASTER LEASE ASSET CONTRA,Formula & Transfers,Debt Service & Financial Obligations
5072010001,R/W-Payment of Interest on Jury Verdict,Formula & Transfers,Debt Service & Financial Obligations
5080010000,PRINCIPAL PAYMENTS,Formula & Transfers,Debt Service & Financial Obligations
5080030000,PRINCIPAL - MASTER LEASE PROGRAM,Formula & Transfers,Debt Service & Financial Obligations
5100070000,SURETY BOND PAYMENTS,Formula & Transfers,Debt Service & Financial Obligations
5021550000,INSURANCE - ADMINISTRATION FEE,Formula & Transfers,"Employee Benefits, Retirement & Insurance Plans"
5040530000,INSURANCE - GROUP PLAN,Formula & Transfers,"Employee Benefits, Retirement & Insurance Plans"
5040530001,INSURANCE - GROUP PLAN - EMPLOYEE,Formula & Transfers,"Employee Benefits, Retirement & Insurance Plans"
5040530002,INSURANCE - GROUP PLAN - EMPLOYER,Formula & Transfers,"Employee Benefits, Retirement & Insurance Plans"
5040530003,INSURANCE - GROUP PLAN - RETIREE,Formula & Transfers,"Employee Benefits, Retirement & Insurance Plans"
5130010000,RETIREMENT - SRS,Formula & Transfers,"Employee Benefits, Retirement & Insurance Plans"
5130010001,RETIREMENT - SRS - FURLOUGH,Formula & Transfers,"Employee Benefits, Retirement & Insurance Plans"
5130030000,RETIREMENT - POLICE OFFICERS,Formula & Transfers,"Employee Benefits, Retirement & Insurance Plans"
5130050000,RETIREMENT - GARS,Formula & Transfers,"Employee Benefits, Retirement & Insurance Plans"
5130060000,RETIREMENT - JUDICIAL SOLICITORS,Formula & Transfers,"Employee Benefits, Retirement & Insurance Plans"
5130070000,HEALTH INSURANCE-EMPLOYER CONTRIBUTIONS,Formula & Transfers,"Employee Benefits, Retirement & Insurance Plans"
5130710000,PRE-RETIREMENT DEATH BENEFIT - STATE EMPLOYEES,Formula & Transfers,"Employee Benefits, Retirement & Insurance Plans"
5130730000,PRE-RETIREMENT DEATH BENEFIT - POLICE OFFICER,Formula & Transfers,"Employee Benefits, Retirement & Insurance Plans"
5130950000,DISBURSEMENT - TRUST FUNDS - RETIREMENT,Formula & Transfers,"Employee Benefits, Retirement & Insurance Plans"
5021310002,MEDICAID - FFS PROVIDERS MEDICAL & HEALTH SERVICES,Formula & Transfers,Medicaid & Client Medical Assistance
5021330005,MEDICAID-FFS CONTRACT AGMTS W GOVT/NONPROFIT ENTY,Formula & Transfers,Medicaid & Client Medical Assistance
5110010000,CLIENT PAYMENTS,Formula & Transfers,Medicaid & Client Medical Assistance
5110010007,CLIENT SERVICES DI APPLICANT TRAVEL CLT,Formula & Transfers,Medicaid & Client Medical Assistance
5110010008,CLIENT SERVICES SSI APPLICANT TRAVEL CLT,Formula & Transfers,Medicaid & Client Medical Assistance
5110010009,CLIENT SERVICES DISSI APPLICANT TRAV CLT,Formula & Transfers,Medicaid & Client Medical Assistance
5110010011,CASE SERVICES - CHILD SUPPORT PMTS,Formula & Transfers,Medicaid & Client Medical Assistance
5110010012,CASE SERVICES - INMATE MEALS,Formula & Transfers,Medicaid & Client Medical Assistance
5110010013,CASE SERVICES - INMATE PROPERTY REIM,Formula & Transfers,Medicaid & Client Medical Assistance
5110010014,CASE SERVICES - OTHER AMBULATORY EXP,Formula & Transfers,Medicaid & Client Medical Assistance
5110499999,CASE SERVICES (STATISTICAL VR ONLY),Formula & Transfers,Medicaid & Client Medical Assistance
5111010000,MED SERVICES - TAXABLE,Formula & Transfers,Medicaid & Client Medical Assistance
5111010015,MD SRV-IND OFFICE MEDICAL SERVICES,Formula & Transfers,Medicaid & Client Medical Assistance
5111010017,MD SRV-IND CONSULTATIONS,Formula & Transfers,Medicaid & Client Medical Assistance
5111010020,MD SRV-IND PSYCHIATRY,Formula & Transfers,Medicaid & Client Medical Assistance
5111010022,MD SRV-IND GASTROENTEROLOGY,Formula & Transfers,Medicaid & Client Medical Assistance
5111010023,MD SRV-IND OPHTHALMOLOGY,Formula & Transfers,Medicaid & Client Medical Assistance
5111010024,MD SRV-IND SPEC OTORHINOLARYNGOLOGIC SVC,Formula & Transfers,Medicaid & Client Medical Assistance
5111010025,MD SRV-IND CARDIOVASCULAR SERVICES,Formula & Transfers,Medicaid & Client Medical Assistance
5111010028,MD SRV-IND NEUROLOGY NEUROMUSCULAR PROC,Formula & Transfers,Medicaid & Client Medical Assistance
5111010031,MD SRV-IND ANESTHESIA SERVICES,Formula & Transfers,Medicaid & Client Medical Assistance
5111010045,MD SRV-IND AUDITORY SYSTEM,Formula & Transfers,Medicaid & Client Medical Assistance
5111010046,MD SRV-IND DIAGNOSTIC RADIOLOGY,Formula & Transfers,Medicaid & Client Medical Assistance
5111010050,MD SRV-IND PATHOLOGY LAB INDIV,Formula & Transfers,Medicaid & Client Medical Assistance
5111010051,MD SRV-IND DENTAL PROCEDURES,Formula & Transfers,Medicaid & Client Medical Assistance
5111010053,MD SRV-IND THERAPEUTIC AND INJECTIONS,Formula & Transfers,Medicaid & Client Medical Assistance
5111010054,MD SRV-IND HOSPITAL MED SERV INDIV PROV,Formula & Transfers,Medicaid & Client Medical Assistance
5111010058,MD SERV-IND REFUND OF EXPENDITURES,Formula & Transfers,Medicaid & Client Medical Assistance
5111010059,MD SERV-TAX REF EXP MCAID RECOUP 19,Formula & Transfers,Medicaid & Client Medical Assistance
5111010060,MD SERV-TAX REF EXP MCAID RECOUP 10,Formula & Transfers,Medicaid & Client Medical Assistance
5111010061,MD SERV-TAX REF EXP MCAID RECOUP 30,Formula & Transfers,Medicaid & Client Medical Assistance
5111010068,MD SRV-IND DIConsExam,Formula & Transfers,Medicaid & Client Medical Assistance
5111010069,MD SRV-IND DIHRConsExam,Formula & Transfers,Medicaid & Client Medical Assistance
5111010070,MD SRV-IND DIDHConsExam,Formula & Transfers,Medicaid & Client Medical Assistance
5111010071,MD SRV-IND SSIConsExam,Formula & Transfers,Medicaid & Client Medical Assistance
5111010072,MD SRV-IND SSIHRConExam,Formula & Transfers,Medicaid & Client Medical Assistance
5111010073,MD SRV-IND SSIDHConsExam,Formula & Transfers,Medicaid & Client Medical Assistance
5111010074,MD SRV-IND DI-SSIConsExam,Formula & Transfers,Medicaid & Client Medical Assistance
5111010075,MD SRV-IND DI-SSIHRConsExam,Formula & Transfers,Medicaid & Client Medical Assistance
5111010076,MD SRV-IND DI-SSIDHConsExam,Formula & Transfers,Medicaid & Client Medical Assistance
5111010077,MD SRV-IND DIMedRecord,Formula & Transfers,Medicaid & Client Medical Assistance
5111010078,MD SRV-IND DIHRMedRecord,Formula & Transfers,Medicaid & Client Medical Assistance
5111010079,MD SRV-IND DIDHMedRecord,Formula & Transfers,Medicaid & Client Medical Assistance
5111010080,MD SRV-IND SSIMedRecord,Formula & Transfers,Medicaid & Client Medical Assistance
5111010081,MD SRV-IND SSIHRMedRecord,Formula & Transfers,Medicaid & Client Medical Assistance
5111010082,MD SRV-IND SSIDHMedRecord,Formula & Transfers,Medicaid & Client Medical Assistance
5111010083,MD SRV-IND DI-SSIMedRecord,Formula & Transfers,Medicaid & Client Medical Assistance
5111010084,MD SRV-IND DI-SSIHRMedRecord,Formula & Transfers,Medicaid & Client Medical Assistance
5111010085,MD SRV-IND DI-SSIDHMedRecord,Formula & Transfers,Medicaid & Client Medical Assistance
5111010086,MD SERV - OFFICE MEDICAL SERVICES,Formula & Transfers,Medicaid & Client Medical Assistance
5111010087,MD SERV DIALYSIS,Formula & Transfers,Medicaid & Client Medical Assistance
5111010088,MD SERV - ENT,Formula & Transfers,Medicaid & Client Medical Assistance
5111010089,MD SRV-IND RSConsExam,Formula & Transfers,Medicaid & Client Medical Assistance
5111010090,MD SRV-IND RSMedRecord,Formula & Transfers,Medicaid & Client Medical Assistance
5111010091,MD SRV-IND MAOConsExam,Formula & Transfers,Medicaid & Client Medical Assistance
5111010092,MD SRV-IND MAOMedRecord,Formula & Transfers,Medicaid & Client Medical Assistance
5111010095,MD SERV - PHYSICAL MEDICINE,Formula & Transfers,Medicaid & Client Medical Assistance
5111010096,MD SERV - GENERAL/TRAUMA SURGERY,Formula & Transfers,Medicaid & Client Medical Assistance
5111010097,MD SERV - UROLOGY,Formula & Transfers,Medicaid & Client Medical Assistance
5111010098,MD SERV ONCOLOGY,Formula & Transfers,Medicaid & Client Medical Assistance
5111010099,MD SERV OTHER,Formula & Transfers,Medicaid & Client Medical Assistance
5111010100,MD SERV ORTHOPEDICS,Formula & Transfers,Medicaid & Client Medical Assistance
5111020000,MED SERVICES - NON TAXABLE,Formula & Transfers,Medicaid & Client Medical Assistance
5111020012,MD SRV NONTAX REF EXP MCAID RECOUP 19,Formula & Transfers,Medicaid & Client Medical Assistance
5111020013,MD SRV NONTAX REF EXP MCAID RECOUP 10,Formula & Transfers,Medicaid & Client Medical Assistance
